gene_a.identifier,gene_a.name,gene_b.identifier,gene_b.name
88983,F11R,73790,LAMC2
88983,F11R,75167,GRHL2
88983,F11R,73341,PDLIM3
88995,MND1,31516,ATAD5
88995,MND1,31648,CDC7
88995,MND1,44146,NCAPH
88995,MND1,38277,ANP32E
88995,MND1,6642,TOPBP1
89009,SMC2,21378,ZNF273
89009,SMC2,33190,KIF20A
89009,SMC2,29939,DHFR
89023,ELMO2,30092,NAE1
89024,MATR3,54306,RIOK2
89024,MATR3,16975,ZCCHC10
89024,MATR3,81580,PPWD1
89047,DDX51,14188,TMEM131
89047,DDX51,49878,PUS1
89054,COPZ1,50834,NRAS
89054,COPZ1,68063,HRAS
89054,COPZ1,60732,KRAS
89059,INO80D,472,PUM2
89060,NOTCH2,90463,SLC26A6
89060,NOTCH2,71897,RHOC
89060,NOTCH2,15507,PRSS8
89060,NOTCH2,80757,NOTCH2NLA
89066,SPATA16,33598,BRCA1
89098,HK1,19137,MYC
89105,BTK,53477,CDH1
89105,BTK,88586,IRF4
89105,BTK,30092,NAE1
89105,BTK,19137,MYC
89105,BTK,73372,CHEK1
89118,NR4A3,55035,PTEN
89118,NR4A3,79859,TPX2
89118,NR4A3,46130,BRCA2
89119,NUP188,6271,PMPCA
89119,NUP188,12607,FUS
89145,CLCA2,46691,PSMD9
89145,CLCA2,96301,TP53
89147,TRPS1,96301,TP53
89158,FASN,96301,TP53
89158,FASN,19137,MYC
89163,KRT7,9042,RIN2
89174,ADGRG6,82882,ARHGEF5
89174,ADGRG6,90708,ITGA2
89174,ADGRG6,63145,MAD1L1
89184,GTPBP2,50834,NRAS
89184,GTPBP2,60732,KRAS
89184,GTPBP2,68063,HRAS
89194,P2RY6,1483,PIK3CD
89194,P2RY6,47636,TOP1
89194,P2RY6,39596,PTPRJ
89194,P2RY6,90465,TPSAB1
89194,P2RY6,93822,SLC16A5
89194,P2RY6,94780,PRODH
89201,SOX21,72489,KIR2DL1
89228,MRPL43,14417,ROMO1
89228,MRPL43,65030,RPL13
89228,MRPL43,19792,PMF1
89228,MRPL43,96155,TRRAP
89238,RRAS,55035,PTEN
89238,RRAS,39256,KDELR3
89252,TSLP,55035,PTEN
89258,SF3B4,56805,VAMP3
89258,SF3B4,24836,STOM
89259,FBXO41,18536,PLA2G2A
89279,ERH,80022,SLC39A9
89279,ERH,68063,HRAS
89279,ERH,12292,MED23
89279,ERH,41117,MBTPS2
89279,ERH,16078,SNW1
89279,ERH,10146,PPP2R1A
89279,ERH,59973,TTC4
89279,ERH,76566,INTS5
89279,ERH,50834,NRAS
89279,ERH,60732,KRAS
89279,ERH,28621,ZNF574
89292,DYNLT3,68063,HRAS
89292,DYNLT3,60732,KRAS
89292,DYNLT3,50834,NRAS
89293,NDUFS7,18153,WDR18
89293,NDUFS7,4574,RNF126
89305,LIAS,65499,PELO
89305,LIAS,13563,PRIM2
89305,LIAS,59973,TTC4
89305,LIAS,89901,MED1
89347,CELA1,74393,HOXA11
89354,HMBS,24446,SLC37A4
89367,SENP2,82239,TFG
89367,SENP2,47821,UBXN4
89367,SENP2,54665,TOMM22
89367,SENP2,23526,DNAJC10
89367,SENP2,36848,UGP2
89367,SENP2,92222,CWF19L1
89367,SENP2,62010,TSN
89367,SENP2,44109,STRAP
89381,PARG,33598,BRCA1
89381,PARG,55035,PTEN
89381,PARG,31227,PARP1
89381,PARG,46130,BRCA2
89383,PABPC1L,31129,PGM1
89393,MRPL24,13563,PRIM2
89393,MRPL24,59973,TTC4
89393,MRPL24,1275,TUBGCP3
89401,HDLBP,49498,HOXA9
89401,HDLBP,19137,MYC
89427,ABCB6,45411,CYP2C9
89427,ABCB6,88913,ABL1
89427,ABCB6,69468,SLC22A1
89427,ABCB6,78342,PDGFRB
89427,ABCB6,46732,CYP2C19
89427,ABCB6,17565,DDR1
89427,ABCB6,51984,ALB
89427,ABCB6,21067,CYP3A5
89427,ABCB6,33542,CYP3A4
89427,ABCB6,94654,SLC22A2
89427,ABCB6,50176,CYP2D6
89427,ABCB6,48812,NTRK1
89427,ABCB6,35301,RET
89427,ABCB6,14672,ORM1
89427,ABCB6,19644,CYP1A2
89427,ABCB6,30949,KIT
89427,ABCB6,36922,PTGS1
89427,ABCB6,82030,CYP3A7
89427,ABCB6,80168,ABCG2
89427,ABCB6,2587,BCR
89427,ABCB6,65860,PDGFRA
89427,ABCB6,21849,CSF1R
89464,ZFC3H1,50834,NRAS
89464,ZFC3H1,60732,KRAS
89464,ZFC3H1,68063,HRAS
89486,PRKCSH,33598,BRCA1
89486,PRKCSH,60732,KRAS
89489,SLC28A1,94182,STK33
89489,SLC28A1,65458,SPHK1
89489,SLC28A1,20110,STK17A
89489,SLC28A1,10978,VRK3
89489,SLC28A1,48372,WNK4
89489,SLC28A1,3847,SNRK
89489,SLC28A1,94876,TAOK3
89489,SLC28A1,95194,STAT4
89489,SLC28A1,42197,TNNI3K
89489,SLC28A1,34163,SMAD4
89489,SLC28A1,5862,TYRO3
89489,SLC28A1,28365,UCK1
89489,SLC28A1,30359,SLC30A2
89489,SLC28A1,2131,TNK1
89489,SLC28A1,50409,TK2
89522,CD72,30092,NAE1
89527,SSX1,23143,SUMO1
89532,MED10,28621,ZNF574
89532,MED10,23101,PSMD4
89532,MED10,76183,TUBGCP4
89532,MED10,50522,TAF2
89532,MED10,23149,SPDL1
89566,GADL1,26895,GSS
89591,RAB21,43763,SELENOT
89598,PABPC3,91168,AZIN1
89600,KIAA0355,60732,KRAS
89600,KIAA0355,50834,NRAS
89600,KIAA0355,33598,BRCA1
89649,ID2B,60732,KRAS
89649,ID2B,50834,NRAS
89657,PTPRN2,20314,VARS1
89657,PTPRN2,33598,BRCA1
89664,CD226,50834,NRAS
89664,CD226,60732,KRAS
89664,CD226,4688,THPO
89664,CD226,68063,HRAS
89677,ARHGAP11A,44146,NCAPH
89677,ARHGAP11A,73402,SMC4
89677,ARHGAP11A,59379,OIP5
89704,FAR2,30092,NAE1
89705,DCX,68063,HRAS
89705,DCX,50834,NRAS
89705,DCX,60732,KRAS
89712,TYMS,28365,UCK1
89712,TYMS,17457,CCNF
89712,TYMS,5862,TYRO3
89712,TYMS,68172,HMGB1
89712,TYMS,37165,ALDH5A1
89712,TYMS,65458,SPHK1
89712,TYMS,1249,BARD1
89712,TYMS,10978,VRK3
89712,TYMS,48372,WNK4
89716,UTP4,68063,HRAS
89716,UTP4,50834,NRAS
89716,UTP4,79598,DBNL
89716,UTP4,60732,KRAS
89718,EPS8L1,66394,FXYD3
89718,EPS8L1,81226,SPINT2
89718,EPS8L1,3155,KLK6
89718,EPS8L1,34890,PRRG2
89718,EPS8L1,11318,CXCL16
89718,EPS8L1,50834,NRAS
89718,EPS8L1,68063,HRAS
89718,EPS8L1,60732,KRAS
89719,NUP88,69797,DHX36
89774,SRSF1,94654,SLC22A2
89774,SRSF1,69468,SLC22A1
89778,ODAM,55035,PTEN
89793,FASTKD5,20658,ITPA
89816,FGR,85205,TRIP13
89816,FGR,2249,CD48
89818,LY6G6C,50834,NRAS
89818,LY6G6C,60732,KRAS
89852,TRIM24,33598,BRCA1
89862,ADGRA2,50834,NRAS
89862,ADGRA2,68063,HRAS
89862,ADGRA2,60732,KRAS
89887,AHNAK,36904,CAST
89887,AHNAK,30092,NAE1
89898,DIXDC1,50834,NRAS
89898,DIXDC1,60732,KRAS
89898,DIXDC1,68063,HRAS
89901,MED1,76063,SMNDC1
89901,MED1,51419,TAF1A
89901,MED1,59973,TTC4
89901,MED1,25557,RPL5
89901,MED1,26458,MED24
89901,MED1,62997,TAF1
89901,MED1,29727,PTTG1
89901,MED1,57951,MRPL3
89901,MED1,37160,RPS18
89901,MED1,48205,MRPL10
89901,MED1,42385,NACA
89901,MED1,13563,PRIM2
89901,MED1,43092,SLC7A6OS
89901,MED1,1275,TUBGCP3
89901,MED1,94478,NUP54
89901,MED1,52294,MRPS35
89901,MED1,53598,SLC7A1
89901,MED1,17676,PDRG1
89901,MED1,68569,MRPS9
89901,MED1,86657,MRPL32
89901,MED1,55922,POLR2K
89901,MED1,21143,PPP2R2A
89901,MED1,5986,NFE2L1
89901,MED1,55748,XRN2
89901,MED1,93510,MRPL36
89901,MED1,19792,PMF1
89901,MED1,1822,REXO2
89901,MED1,80862,ZWINT
89901,MED1,71792,POU2F1
89901,MED1,55996,POLR3A
89901,MED1,96301,TP53
89901,MED1,83551,SPAG7
89901,MED1,50860,METTL17
89901,MED1,71977,METAP2
89901,MED1,82093,SRSF7
89901,MED1,52590,VPS72
89901,MED1,726,RPLP1
89945,MAN1C1,85205,TRIP13
89973,SRPK1,62530,RPIA
90057,ITGB7,73856,MAPK12
90057,ITGB7,78202,XIAP
90057,ITGB7,55810,PRKDC
90057,ITGB7,89194,P2RY6
90057,ITGB7,46714,KDM1A
90057,ITGB7,25943,STMN1
90057,ITGB7,55083,TST
90057,ITGB7,7822,OXT
90057,ITGB7,59765,LCK
90057,ITGB7,26824,MAP3K8
90057,ITGB7,32163,MAP2K7
90057,ITGB7,63218,KCNQ4
90057,ITGB7,24195,SSTR5
90057,ITGB7,24683,MAP4K1
90057,ITGB7,68307,POMC
90057,ITGB7,9419,MAPK3
90057,ITGB7,93935,NPR1
90057,ITGB7,72207,PTPRE
90057,ITGB7,94780,PRODH
90057,ITGB7,85065,PNMT
90061,CKMT2,22597,NRBP1
90069,TCOF1,59973,TTC4
90069,TCOF1,1275,TUBGCP3
90069,TCOF1,60732,KRAS
90077,MTRF1L,5964,FH
90077,MTRF1L,85534,TSC1
90077,MTRF1L,81451,SDHB
90077,MTRF1L,93063,MET
90077,MTRF1L,17659,SS18L1
90077,MTRF1L,27715,MLH1
90077,MTRF1L,47825,PIK3C3
90077,MTRF1L,26310,IL6ST
90077,MTRF1L,7978,BRIP1
90077,MTRF1L,39846,PPARA
90077,MTRF1L,94589,WRN
90077,MTRF1L,30847,NFIB
90077,MTRF1L,3797,PTCH1
90077,MTRF1L,45416,NFKB2
90077,MTRF1L,24371,USP6
90077,MTRF1L,83801,TRIP11
90077,MTRF1L,30247,ARHGEF12
90077,MTRF1L,81832,MSI2
90077,MTRF1L,11653,RPL22
90084,RPL17,50834,NRAS
90129,EIF4G1,40596,RYR2
90129,EIF4G1,11629,MLKL
90129,EIF4G1,1275,TUBGCP3
90129,EIF4G1,41117,MBTPS2
90129,EIF4G1,29727,PTTG1
90129,EIF4G1,55922,POLR2K
90129,EIF4G1,27396,PCYOX1L
90129,EIF4G1,65030,RPL13
90129,EIF4G1,78680,NSMCE4A
90129,EIF4G1,19792,PMF1
90129,EIF4G1,24276,YTHDC1
90129,EIF4G1,50834,NRAS
90129,EIF4G1,68063,HRAS
90129,EIF4G1,36820,NCAPD2
90129,EIF4G1,45825,GGT5
90129,EIF4G1,80726,NCF4
90129,EIF4G1,46547,ZNF830
90129,EIF4G1,40012,EXOSC4
90129,EIF4G1,60732,KRAS
90129,EIF4G1,42385,NACA
90129,EIF4G1,59047,MFAP1
90129,EIF4G1,39935,GSN
90129,EIF4G1,78563,TCERG1L
90129,EIF4G1,93737,RGS1
90134,ATP11B,46130,BRCA2
90134,ATP11B,33598,BRCA1
90134,ATP11B,19137,MYC
90134,ATP11B,96301,TP53
90138,TMEM100,60186,HAND2
90147,DIP2B,19137,MYC
90175,ARL13A,60732,KRAS
90175,ARL13A,50834,NRAS
90175,ARL13A,68063,HRAS
90181,IGF1R,73856,MAPK12
90181,IGF1R,55810,PRKDC
90181,IGF1R,66175,VHL
90181,IGF1R,30092,NAE1
90181,IGF1R,1483,PIK3CD
90181,IGF1R,86208,ROR1
90181,IGF1R,96301,TP53
90181,IGF1R,13799,PIM1
90181,IGF1R,77445,TAOK2
90181,IGF1R,73995,LIG1
90181,IGF1R,63218,KCNQ4
90181,IGF1R,32837,SKP2
90181,IGF1R,59765,LCK
90181,IGF1R,25943,STMN1
90181,IGF1R,43783,MAP3K4
90181,IGF1R,34835,NPR2
90181,IGF1R,18525,RPS6
90181,IGF1R,12692,MC1R
90181,IGF1R,88859,SRC
90181,IGF1R,86177,MTOR
90183,RMDN1,33598,BRCA1
90197,AFF1,27986,FOXS1
90210,ARHGAP24,68063,HRAS
90210,ARHGAP24,60732,KRAS
90210,ARHGAP24,50834,NRAS
90241,ADPRH,43881,LSR
90241,ADPRH,72143,EPN3
90241,ADPRH,57634,MNT
90241,ADPRH,87990,TAF4
90241,ADPRH,24062,FBXL19
90241,ADPRH,50914,TTI1
90241,ADPRH,6192,UPF3B
90258,PCNT,75336,FANCA
90258,PCNT,96301,TP53
90268,SRGAP1,60325,UBQLN4
90289,ARID4B,43657,RO60
90289,ARID4B,81256,RCOR3
90298,FAM111B,30092,NAE1
90305,CD40,30092,NAE1
90323,PTPN6,11384,AP1G2
90323,PTPN6,96301,TP53
90328,IGF2BP2,33598,BRCA1
90328,IGF2BP2,82289,ZNF497
90333,LRRC15,96301,TP53
90334,RBM10,58818,FAM193B
90334,RBM10,25025,UBE2O
90334,RBM10,24513,EDC4
90334,RBM10,84595,MXD3
90334,RBM10,44568,SMG5
90334,RBM10,27093,MED12
90334,RBM10,92105,USP22
90334,RBM10,30129,SUZ12
90341,UBAP2L,60732,KRAS
90373,UMPS,33887,WDR61
90421,HOXB4,30092,NAE1
90426,CALR,60732,KRAS
90426,CALR,68063,HRAS
90426,CALR,50834,NRAS
90426,CALR,33598,BRCA1
90429,ART5,60732,KRAS
90429,ART5,34618,CIP2A
90429,ART5,50834,NRAS
90429,ART5,68063,HRAS
90430,CD164,85405,API5
90442,COIL,18771,TUBD1
90442,COIL,89901,MED1
90442,COIL,85797,TLK2
90442,COIL,17252,RBM12
90442,COIL,25736,INTS2
90442,COIL,3982,POLG2
90442,COIL,50976,NOL11
90490,NPLOC4,24268,SLC38A10
90543,BCL2,91978,HERC5
90543,BCL2,8186,TUBB
90543,BCL2,37165,ALDH5A1
90543,BCL2,3087,TPCN1
90543,BCL2,8502,RAD9A
90543,BCL2,11782,PEX1
90543,BCL2,7710,PDE3A
90543,BCL2,25009,CDK6
90543,BCL2,27723,RFC5
90543,BCL2,15395,MCM5
90543,BCL2,63413,CUX1
90543,BCL2,10013,HPS1
90543,BCL2,63218,KCNQ4
90543,BCL2,21127,BRAF
90543,BCL2,11354,UBC
90543,BCL2,74199,PARP2
90543,BCL2,71712,CRY2
90543,BCL2,21299,SENP1
90543,BCL2,53081,CCND1
90543,BCL2,50834,NRAS
90543,BCL2,19137,MYC
90543,BCL2,23143,SUMO1
90543,BCL2,61862,MCL1
90543,BCL2,73780,FGFR3
90543,BCL2,41386,PLK1
90543,BCL2,33598,BRCA1
90543,BCL2,254,CDK4
90543,BCL2,59765,LCK
90543,BCL2,30192,RRM1
90543,BCL2,84730,STARD13
90543,BCL2,68125,GADD45A
90543,BCL2,40065,EIF4E
90543,BCL2,74282,SMO
90543,BCL2,34557,COPS5
90543,BCL2,78844,CASP9
90543,BCL2,63943,BUB1
90543,BCL2,32837,SKP2
90543,BCL2,40857,PDGFA
90543,BCL2,27570,ITGB1
90543,BCL2,82652,CASP3
90543,BCL2,86302,FGFR1
90543,BCL2,75320,PDGFB
90543,BCL2,3515,RNF213
90543,BCL2,27193,PTPRF
90543,BCL2,47088,ILK
90543,BCL2,91292,HCFC1
90543,BCL2,20547,KDR
90543,BCL2,45349,C1S
90543,BCL2,20250,CARS1
90543,BCL2,31227,PARP1
90543,BCL2,55066,EEPD1
90543,BCL2,66569,MOK
90543,BCL2,142,TAP2
90543,BCL2,38894,TIMM8A
90543,BCL2,19064,BCL2L1
90543,BCL2,49419,FBXL14
90543,BCL2,65850,LPAR1
90543,BCL2,33939,CBR1
90543,BCL2,90775,BIRC3
90543,BCL2,83469,DYM
90543,BCL2,9442,FGF2
90543,BCL2,13594,BMF
90543,BCL2,48043,XRCC6
90543,BCL2,52034,ALPK1
90543,BCL2,24401,CD34
90543,BCL2,49632,PPP3CA
90543,BCL2,14011,WEE1
90543,BCL2,28106,FANCF
90543,BCL2,95381,UBA1
90543,BCL2,47355,PTPRD
90543,BCL2,22602,KIF5A
90543,BCL2,18832,CD9
90543,BCL2,8476,ADA2
90543,BCL2,2524,FGFR2
90543,BCL2,46691,PSMD9
90543,BCL2,72349,GTSE1
90543,BCL2,92122,BCL2L11
90543,BCL2,70642,CDKN1A
90543,BCL2,91747,PTPN3
90543,BCL2,68158,GORASP1
90543,BCL2,61612,HECTD3
90543,BCL2,85188,PIK3CA
90543,BCL2,7862,CNGA3
90543,BCL2,6641,BIRC2
90543,BCL2,44476,LINC00909
90543,BCL2,65458,SPHK1
90543,BCL2,24428,SOD2
90543,BCL2,81170,HACE1
90546,SDC4,19137,MYC
90548,SHPRH,24976,SLC39A1
90548,SHPRH,67512,ANKRD46
90548,SHPRH,11126,ZNF124
90559,PPP1R8,66153,NXF1
90578,SS18L2,35644,PPIH
90601,PRMT7,82883,SF3B3
90634,EIF3D,624,WARS2
90634,EIF3D,91076,PSMC1
90634,EIF3D,13685,PNN
90634,EIF3D,5964,FH
90634,EIF3D,29727,PTTG1
90634,EIF3D,85384,PSMD6
90634,EIF3D,89901,MED1
90634,EIF3D,58140,LONP1
90634,EIF3D,61477,KIF11
90634,EIF3D,59671,MED28
90634,EIF3D,21845,SKA3
90634,EIF3D,86615,EIF4A1
90634,EIF3D,96155,TRRAP
90634,EIF3D,56887,GTPBP4
90634,EIF3D,74083,MRPS18B
90634,EIF3D,11957,NUDC
90634,EIF3D,32856,PITRM1
90634,EIF3D,70354,SF3B1
90634,EIF3D,484,ZNF511
90634,EIF3D,1275,TUBGCP3
90634,EIF3D,50522,TAF2
90634,EIF3D,23306,GTF2H4
90634,EIF3D,10146,PPP2R1A
90634,EIF3D,19198,POLE
90634,EIF3D,81470,PRMT5
90634,EIF3D,82160,MZT1
90634,EIF3D,42448,EMC4
90634,EIF3D,19817,GTF2E1
90634,EIF3D,92508,NOP58
90634,EIF3D,41117,MBTPS2
90634,EIF3D,19598,MARS1
90634,EIF3D,51251,OGFOD1
90634,EIF3D,53294,MRPS28
90634,EIF3D,37819,KARS1
90634,EIF3D,62381,PDCD7
90634,EIF3D,57087,PSMD1
90634,EIF3D,25029,RBBP8
90634,EIF3D,43623,MRPS11
90634,EIF3D,51419,TAF1A
90634,EIF3D,64205,EXOSC9
90634,EIF3D,16355,RNGTT
90634,EIF3D,83551,SPAG7
90634,EIF3D,94478,NUP54
90634,EIF3D,25557,RPL5
90634,EIF3D,59973,TTC4
90634,EIF3D,69303,TRMT5
90634,EIF3D,17608,TFB1M
90634,EIF3D,92816,PPCS
90634,EIF3D,76566,INTS5
90634,EIF3D,20089,MRPS27
90634,EIF3D,36106,WDR70
90634,EIF3D,41173,EIF3M
90634,EIF3D,13563,PRIM2
90634,EIF3D,32891,TIMM23B
90634,EIF3D,726,RPLP1
90634,EIF3D,81580,PPWD1
90634,EIF3D,71977,METAP2
90634,EIF3D,12292,MED23
90634,EIF3D,33887,WDR61
90634,EIF3D,21289,MRPL46
90634,EIF3D,80862,ZWINT
90634,EIF3D,17676,PDRG1
90634,EIF3D,30188,NDUFB1
90634,EIF3D,89393,MRPL24
90634,EIF3D,1253,WDR77
90634,EIF3D,28153,MRPL27
90634,EIF3D,35315,GNPAT
90634,EIF3D,7673,NUP43
90634,EIF3D,46547,ZNF830
90634,EIF3D,51691,FARSA
90634,EIF3D,16646,MRPS18A
90634,EIF3D,54181,NUP85
90634,EIF3D,52590,VPS72
90634,EIF3D,40012,EXOSC4
90634,EIF3D,57611,PAXBP1
90634,EIF3D,60065,ZNRD1
90634,EIF3D,9291,MAX
90634,EIF3D,90129,EIF4G1
90634,EIF3D,54138,RAD51
90634,EIF3D,80212,MRPL50
90634,EIF3D,18421,PPAT
90634,EIF3D,55922,POLR2K
90634,EIF3D,79321,TRPM7
90634,EIF3D,78680,NSMCE4A
90634,EIF3D,63852,MICOS10
90634,EIF3D,76170,RTF1
90634,EIF3D,2763,TBCB
90634,EIF3D,65030,RPL13
90634,EIF3D,24276,YTHDC1
90634,EIF3D,12696,PSMD12
90634,EIF3D,42385,NACA
90634,EIF3D,38940,HSPA5
90671,POLD1,7746,ZNF611
90671,POLD1,72322,SF3A2
90671,POLD1,35001,RPL13A
90671,POLD1,58426,RAD23B
90671,POLD1,45096,PPM1D
90671,POLD1,19198,POLE
90671,POLD1,75985,THOP1
90671,POLD1,34253,RBM14
90671,POLD1,8502,RAD9A
90671,POLD1,13272,ZBTB32
90671,POLD1,1822,REXO2
90671,POLD1,7059,WRAP53
90671,POLD1,65030,RPL13
90671,POLD1,13563,PRIM2
90671,POLD1,29297,USP1
90671,POLD1,96155,TRRAP
90671,POLD1,18894,UNG
90671,POLD1,7395,PRPF31
90671,POLD1,93727,SSBP1
90671,POLD1,69070,POLD4
90671,POLD1,31227,PARP1
90671,POLD1,83551,SPAG7
90671,POLD1,52590,VPS72
90671,POLD1,52831,SESN2
90671,POLD1,27772,XRCC2
90671,POLD1,1393,POLM
90671,POLD1,55198,CSNK1G2
90671,POLD1,55604,RBX1
90671,POLD1,76660,ATR
90671,POLD1,54138,RAD51
90671,POLD1,44340,RELA
90671,POLD1,69057,POLR2A
90671,POLD1,30192,RRM1
90671,POLD1,47539,TNFRSF10B
90676,BCKDK,21067,CYP3A5
90676,BCKDK,53604,MAP4
90676,BCKDK,33542,CYP3A4
90676,BCKDK,7268,CYP1B1
90676,BCKDK,84094,CYP2C8
90676,BCKDK,43050,DMPK
90676,BCKDK,73009,CYP19A1
90676,BCKDK,66037,MAPT
90676,BCKDK,12970,TK1
90676,BCKDK,41906,VKORC1
90676,BCKDK,92325,TUBB1
90676,BCKDK,43783,MAP3K4
90676,BCKDK,92091,GRB2
90676,BCKDK,16910,TSPO
90676,BCKDK,10708,CYP11B2
90676,BCKDK,16152,MAP2
90676,BCKDK,11618,SLCO1B3
90676,BCKDK,7302,NR1I2
90676,BCKDK,53736,PRKCD
90676,BCKDK,82030,CYP3A7
90676,BCKDK,45411,CYP2C9
90676,BCKDK,41417,IL12A
90676,BCKDK,24842,MGRN1
90676,BCKDK,46366,GPX1
90676,BCKDK,22694,STUB1
90676,BCKDK,90543,BCL2
90681,GATAD1,30664,KRIT1
90704,ATRN,26554,POLR3F
90708,ITGA2,34873,SLC2A1
90708,ITGA2,80735,ADAM9
90708,ITGA2,58956,BCAR3
90714,CNN3,19534,WNT10B
90714,CNN3,27011,PDGFC
90714,CNN3,50574,ANXA5
90718,ARSJ,59111,PALLD
90745,IKBKG,14470,TAZ
90745,IKBKG,281,UBL4A
90745,IKBKG,48649,SLC10A3
90745,IKBKG,30092,NAE1
90745,IKBKG,85102,IRAK1
90751,DCAF7,10146,PPP2R1A
90751,DCAF7,23306,GTF2H4
90751,DCAF7,46547,ZNF830
90751,DCAF7,59973,TTC4
90751,DCAF7,94478,NUP54
90751,DCAF7,28621,ZNF574
90751,DCAF7,83551,SPAG7
90751,DCAF7,64205,EXOSC9
90751,DCAF7,47104,MAPKAP1
90751,DCAF7,42385,NACA
90751,DCAF7,65499,PELO
90751,DCAF7,1275,TUBGCP3
90751,DCAF7,45219,LUC7L3
90751,DCAF7,78680,NSMCE4A
90751,DCAF7,5964,FH
90751,DCAF7,12292,MED23
90751,DCAF7,96155,TRRAP
90751,DCAF7,71977,METAP2
90751,DCAF7,1032,SMARCD2
90751,DCAF7,33887,WDR61
90751,DCAF7,63835,MTMR4
90751,DCAF7,3982,POLG2
90751,DCAF7,81580,PPWD1
90751,DCAF7,95800,FBXO28
90751,DCAF7,10095,DDX42
90751,DCAF7,76566,INTS5
90751,DCAF7,91595,MED13
90767,COA3,42385,NACA
90767,COA3,59671,MED28
90767,COA3,1275,TUBGCP3
90767,COA3,82217,CTNNBL1
90767,COA3,90751,DCAF7
90767,COA3,14470,TAZ
90767,COA3,80862,ZWINT
90767,COA3,59973,TTC4
90775,BIRC3,40065,EIF4E
90775,BIRC3,18839,MAP3K1
90775,BIRC3,3797,PTCH1
90775,BIRC3,41301,EZH2
90775,BIRC3,30092,NAE1
90775,BIRC3,89060,NOTCH2
90775,BIRC3,68091,CCT2
90775,BIRC3,26275,PIK3R1
90775,BIRC3,83044,MCPH1
90775,BIRC3,52613,KMT2C
90775,BIRC3,9442,FGF2
90775,BIRC3,75430,RECQL4
90775,BIRC3,14051,SUFU
90775,BIRC3,67614,FBN1
90775,BIRC3,94589,WRN
90775,BIRC3,46130,BRCA2
90775,BIRC3,81832,MSI2
90775,BIRC3,85534,TSC1
90775,BIRC3,39846,PPARA
90775,BIRC3,33026,CREBBP
90775,BIRC3,83111,PER1
90775,BIRC3,30847,NFIB
90775,BIRC3,57676,KMT2E
90775,BIRC3,7978,BRIP1
90775,BIRC3,56881,GATA3
90775,BIRC3,61324,MAP2K4
90775,BIRC3,92325,TUBB1
90775,BIRC3,5964,FH
90775,BIRC3,38698,SYNE2
90775,BIRC3,44924,ELK4
90775,BIRC3,47825,PIK3C3
90775,BIRC3,81216,MEN1
90775,BIRC3,45416,NFKB2
90775,BIRC3,81451,SDHB
90775,BIRC3,17659,SS18L1
90775,BIRC3,21674,CCND2
90775,BIRC3,53604,MAP4
90775,BIRC3,45411,CYP2C9
90775,BIRC3,82030,CYP3A7
90775,BIRC3,11687,PBX1
90775,BIRC3,6603,FLI1
90775,BIRC3,90077,MTRF1L
90775,BIRC3,21067,CYP3A5
90775,BIRC3,66037,MAPT
90775,BIRC3,73009,CYP19A1
90775,BIRC3,7268,CYP1B1
90775,BIRC3,84094,CYP2C8
90775,BIRC3,60732,KRAS
90775,BIRC3,33542,CYP3A4
90775,BIRC3,7302,NR1I2
90775,BIRC3,26310,IL6ST
90775,BIRC3,11618,SLCO1B3
90775,BIRC3,73661,DDX10
90775,BIRC3,57243,FHIT
90775,BIRC3,19137,MYC
90775,BIRC3,53477,CDH1
90775,BIRC3,24371,USP6
90775,BIRC3,16152,MAP2
90775,BIRC3,83801,TRIP11
90778,ENO1,54702,YAF2
90778,ENO1,74717,B4GAT1
90778,ENO1,89098,HK1
90778,ENO1,24458,GAPDH
90778,ENO1,52152,TMED5
90778,ENO1,38837,CD46
90778,ENO1,83660,RIDA
90778,ENO1,27532,PKM
90778,ENO1,80035,PDHX
90778,ENO1,21841,LDHA
90778,ENO1,531,LDHB
90783,CLEC16A,42487,EIPR1
90793,S100A2,61372,TPO
90793,S100A2,34873,SLC2A1
90798,ANKRD22,26664,MAPK13
90798,ANKRD22,84811,SLC37A1
90798,ANKRD22,85854,SERPINB5
90802,SEMA4G,55035,PTEN
90811,B4GALT5,50834,NRAS
90811,B4GALT5,68063,HRAS
90811,B4GALT5,38066,RAPSN
90812,FAM187B,33598,BRCA1
90843,ANLN,93063,MET
90843,ANLN,26852,KLK11
90843,ANLN,16791,CAV1
90843,ANLN,55117,SETBP1
90843,ANLN,52916,CACNA2D4
90892,DPYSL2,85205,TRIP13
90892,DPYSL2,23776,PNMA2
90914,BEGAIN,30092,NAE1
90928,CENPH,37342,NUF2
90958,MITF,10946,MYBL2
90958,MITF,44089,ZNF695
90996,DDIT3,61433,SARS1
90996,DDIT3,50314,XPOT
91026,ANGPTL1,54126,CD151
91039,TAF1L,84995,THBS3
91051,HSP90AA1,9176,RB1
91051,HSP90AA1,14011,WEE1
91051,HSP90AA1,47636,TOP1
91051,HSP90AA1,96301,TP53
91051,HSP90AA1,55810,PRKDC
91051,HSP90AA1,66175,VHL
91051,HSP90AA1,14106,LLGL1
91051,HSP90AA1,76660,ATR
91051,HSP90AA1,58298,CDKN1B
91051,HSP90AA1,85534,TSC1
91051,HSP90AA1,27297,FZR1
91051,HSP90AA1,61862,MCL1
91054,HTR3D,96301,TP53
91061,SLC7A2,85205,TRIP13
91069,MARK1,89489,SLC28A1
91069,MARK1,89712,TYMS
